target_id	length	eff_length	est_counts	tpm
ACTB	72	73	72144	195348
ALS2	69	70	678	1914.54
ANXA11	65	66	68	203.656
ATP13A2	74	75	3528	9298.21
ATP6V0A1	54	55	8536	30677.8
C1orf43	66	67	6043	17828.3
C9orf72	56	57	2194	7608.41
CALCOCO2	54	55	158	567.841
CHMP2B	60	61	1078	3493.18
CLN5	74	75	678	1786.9
CRLS1	61	62	2024	6452.84
CTSB	74	75	2882	7595.65
CTSD	75	76	352	915.506
CTSL	58	59	879	2944.89
DCTN1	76	77	9833	25242.2
FUS	83	84	17687	41620.5
FYN	59	60	7323	24125.1
GALC	55	56	1839	6491.21
GBA	66	67	1694	4997.71
GCH1	56	57	468	1622.94
GRN	65	66	1839	5507.69
GSTO1	56	57	400	1387.13
GUSB	59	60	479	1578.03
HMBS	62	63	612	1920.18
HMOX1	66	67	75	221.268
HNRNPA2B1	50	51	32907	127541
KIF5A	62	63	19399	60865.5
LRRK2	53	54	175	640.584
MAPT	69	70	6520	18411.2
MCCC1	57	58	1009	3438.71
NAGLU	70	71	106	295.107
NBR1	61	62	2773	8840.77
NEU1	70	71	1604	4465.58
NQO1	84	85	38	88.3684
OPTN	64	65	1748	5315.7
OXR1	72	73	3366	9114.3
PARK2	55	56	12	42.357
PARK7	62	63	9930	31155.9
PFN1	77	78	5214	13213.2
PINK1	67	68	1149	3339.97
PSAP	71	72	12197	33485.2
PSMB4	64	65	3242	9858.97
SCARB2	63	64	12241	37806.7
SETX	60	61	1521	4928.69
SNCA	58	59	12625	42297.2
SOD1	62	63	5839	18320.2
SQSTM1	66	67	3601	10623.8
STX17	57	58	711	2423.11
TARDBP	60	61	8769	28415.3
TAX1BP1	63	64	3679	11362.7
TBK1	59	60	652	2147.97
TMEM106B	54	55	1478	5311.83
TMEM175	70	71	2899	8070.9
VAPB	64	65	4577	13918.7
VCP	70	71	9505	26462.2
VPS13C	54	55	2617	9405.31
VPS35	68	69	6773	19402.8
CLN8	63	64	302	932.737
CHCHD10	72	73	1698	4597.77
CHCHD2	65	66	0	0
GAPDH	81	82	9172	22109.7
