target_id	length	eff_length	est_counts	tpm
ACTB	72	73	40947	130871
ALS2	69	70	524	1746.53
ANXA11	65	66	71	250.991
ATP13A2	74	75	1805	5615.13
ATP6V0A1	54	55	9302	39460
C1orf43	66	67	3357	11690.1
C9orf72	56	57	2440	9987.54
CALCOCO2	54	55	224	950.23
CHMP2B	60	61	1430	5469.53
CLN5	74	75	364	1132.36
CRLS1	61	62	1916	7210.2
CTSB	74	75	1326	4125.02
CTSD	75	76	56	171.917
CTSL	58	59	958	3788.41
DCTN1	76	77	2731	8275.12
FUS	83	2033.54	7671	880.123
FYN	59	60	10872	42276.8
GALC	55	56	2570	10707.5
GBA	66	67	1661	5784.13
GCH1	56	57	513	2099.84
GRN	65	66	1574	5564.22
GSTO1	56	57	511	2091.65
GUSB	59	60	657	2554.8
HMBS	62	63	508	1881.34
HMOX1	66	67	36	125.364
HNRNPA2B1	50	51	47048	215236
KIF5A	62	63	22696	84052.8
LRRK2	53	54	255	1101.77
MAPT	69	70	1629	5429.58
MCCC1	57	58	957	3849.71
NAGLU	70	71	70	230.029
NBR1	61	62	3931	14793
NEU1	70	71	1899	6240.37
NQO1	84	85	9	24.704
OPTN	64	65	1176	4221.22
OXR1	72	73	2891	9239.93
PARK2	55	56	320	1333.23
PARK7	62	63	3938	14584.1
PFN1	77	78	548	1639.19
PINK1	67	68	627	2151.31
PSAP	71	72	4396	14245.2
PSMB4	64	65	2353	8446.02
SCARB2	63	64	12854	46860
SETX	60	61	2149	8219.59
SNCA	58	59	15513	61346.1
SOD1	62	63	7367	27283.1
SQSTM1	66	67	3514	12236.9
STX17	57	58	874	3515.82
TARDBP	60	61	12231	46781.7
TAX1BP1	63	64	4382	15974.8
TBK1	59	60	862	3351.97
TMEM106B	54	55	2268	9621.08
TMEM175	70	2033.54	1995	228.894
VAPB	64	65	4161	14935.8
VCP	70	71	7036	23121.2
VPS13C	54	55	2906	12327.5
VPS35	68	69	5301	17924.7
CLN8	63	64	321	1170.22
CHCHD10	72	73	862	2755.04
CHCHD2	65	66	2	7.07017
GAPDH	81	82	285	810.914
