target_id	length	eff_length	est_counts	tpm
ACTB	72	73	31628	116758
ALS2	69	70	466	1794.01
ANXA11	65	66	38	155.159
ATP13A2	74	75	1445	5192.11
ATP6V0A1	54	55	8862	43421.6
C1orf43	66	67	3490	14037.4
C9orf72	56	57	2172	10268.9
CALCOCO2	54	55	177	867.257
CHMP2B	60	61	1159	5120.25
CLN5	74	75	514	1846.88
CRLS1	61	62	1592	6919.72
CTSB	74	75	1363	4897.47
CTSD	75	76	56	198.569
CTSL	58	59	984	4494.49
DCTN1	76	77	3741	13092.9
FUS	83	84	8656	27770
FYN	59	60	8835	39681.9
GALC	55	56	2247	10813.2
GBA	66	67	1648	6628.57
GCH1	56	57	559	2642.86
GRN	65	66	1394	5691.88
GSTO1	56	57	575	2718.51
GUSB	59	60	679	3049.69
HMBS	62	63	351	1501.43
HMOX1	66	67	35	140.777
HNRNPA2B1	50	51	37764	199547
KIF5A	62	63	18391	78668.7
LRRK2	53	54	228	1137.83
MAPT	69	70	1508	5805.51
MCCC1	57	58	933	4335.02
NAGLU	70	71	76	288.465
NBR1	61	62	3028	13161.4
NEU1	70	71	1478	5609.88
NQO1	84	85	26	82.4312
OPTN	64	65	1028	4262.03
OXR1	72	73	2862	10565.4
PARK2	55	56	263	1265.62
PARK7	62	63	9027	38613.6
PFN1	77	78	815	2815.79
PINK1	67	68	553	2191.56
PSAP	71	72	4148	15525.4
PSMB4	64	65	2125	8810.14
SCARB2	63	64	11978	50436.1
SETX	60	61	2198	9710.35
SNCA	58	59	1931	8819.98
SOD1	62	63	6477	27705.8
SQSTM1	66	67	3144	12645.8
STX17	57	58	720	3345.35
TARDBP	60	61	10708	47306
TAX1BP1	63	64	4006	16868.2
TBK1	59	60	684	3072.15
TMEM106B	54	55	2217	10862.8
TMEM175	70	71	2406	9132.18
VAPB	64	65	3323	13777
VCP	70	71	7013	26618.4
VPS13C	54	55	2660	13033.4
VPS35	68	69	4708	18387.6
CLN8	63	64	309	1301.12
CHCHD10	72	73	892	3292.91
CHCHD2	65	66	0	0
GAPDH	135	28.486	137	1296.07
