target_id	length	eff_length	est_counts	tpm
ACTB	72	73	24608	147314
ALS2	69	70	342	2135.1
ANXA11	65	66	25	165.533
ATP13A2	74	75	1259	7335.91
ATP6V0A1	54	55	5142	40856.3
C1orf43	66	67	2715	17708.6
C9orf72	56	57	1476	11316.2
CALCOCO2	54	55	129	1024.98
CHMP2B	60	61	632	4527.69
CLN5	74	75	362	2109.29
CRLS1	61	62	783	5518.99
CTSB	74	75	1282	7469.92
CTSD	75	76	159	914.267
CTSL	58	59	499	3696.05
DCTN1	76	77	4927	27962.8
FUS	83	1310	6542	2182.37
FYN	59	60	3451	25135.2
GALC	55	56	1224	9551.74
GBA	66	67	1087	7089.96
GCH1	56	57	217	1663.7
GRN	65	66	775	5131.53
GSTO1	56	57	191	1464.36
GUSB	59	60	370	2694.88
HMBS	62	63	276	1914.51
HMOX1	66	67	22	143.495
HNRNPA2B1	50	51	17066	146235
KIF5A	62	63	9110	63192.7
LRRK2	53	54	92	744.532
MAPT	69	70	2223	13878.1
MCCC1	57	58	576	4339.94
NAGLU	70	71	45	276.977
NBR1	61	62	1695	11947.2
NEU1	70	71	728	4480.87
NQO1	84	85	14	71.9778
OPTN	64	65	989	6649.24
OXR1	72	73	1980	11853.1
PARK2	55	56	2	15.6074
PARK7	62	63	4576	31742
PFN1	77	78	2175	12185.8
PINK1	67	68	477	3065.48
PSAP	71	72	4188	25419.3
PSMB4	64	65	1301	8746.88
SCARB2	63	64	6838	46691.6
SETX	60	61	1212	8682.85
SNCA	58	59	5862	43419.3
SOD1	62	63	3182	22072.4
SQSTM1	66	67	1620	10566.5
STX17	57	58	574	4324.87
TARDBP	60	61	5585	40011.3
TAX1BP1	63	64	1629	11123.2
TBK1	59	60	404	2942.52
TMEM106B	54	55	1147	9113.6
TMEM175	70	1310	1750	583.789
VAPB	64	65	1897	12753.9
VCP	70	71	5145	31667.7
VPS13C	54	55	1862	14794.7
VPS35	68	69	3363	21299.4
CLN8	63	64	145	990.096
CHCHD10	72	73	802	4801.1
CHCHD2	65	66	3	19.864
GAPDH	135	27.965	2065	32269.7
