target_id	length	eff_length	est_counts	tpm
ACTB	72	73	71921	106595
ALS2	69	70	556	859.374
ANXA11	65	66	32	52.458
ATP13A2	74	75	939	1354.6
ATP6V0A1	54	55	10448	20553
C1orf43	66	67	5942	9595.41
C9orf72	56	57	2292	4350.56
CALCOCO2	54	55	143	281.306
CHMP2B	60	61	1235	2190.5
CLN5	74	75	775	1118.01
CRLS1	61	62	1856	3238.86
CTSB	74	75	5824	8401.67
CTSD	75	76	948	1349.59
CTSL	58	59	950	1742.12
DCTN1	76	77	13473	18931.2
FUS	83	84	21448	27625.7
FYN	59	60	5709	10294.7
GALC	55	56	1586	3064.23
GBA	66	67	1784	2880.88
GCH1	56	57	393	745.973
GRN	65	66	1629	2670.44
GSTO1	56	57	345	654.862
GUSB	59	60	423	762.772
HMBS	62	63	500	858.687
HMOX1	66	67	71	114.654
HNRNPA2B1	50	51	26517	56254.8
KIF5A	62	63	18634	32001.6
LRRK2	53	54	159	318.573
MAPT	69	70	16330	25240.3
MCCC1	57	58	841	1568.82
NAGLU	70	71	151	230.104
NBR1	61	62	2357	4113.14
NEU1	70	71	1541	2348.28
NQO1	84	85	48	61.0981
OPTN	64	65	2143	3567.09
OXR1	72	73	3722	5516.44
PARK2	55	56	119	229.913
PARK7	62	63	8497	14592.5
PFN1	77	78	13275	18413.9
PINK1	67	68	2080	3309.48
PSAP	71	72	20285	30482.3
PSMB4	64	65	3014	5016.9
SCARB2	63	64	12161	20558.7
SETX	60	61	1215	2155.02
SNCA	58	59	8723	15996.3
SOD1	62	63	5054	8679.61
SQSTM1	66	67	2869	4632.99
STX17	57	58	621	1158.43
TARDBP	60	61	8281	14687.9
TAX1BP1	63	64	3034	5129.1
TBK1	59	60	676	1218.99
TMEM106B	54	55	1170	2301.59
TMEM175	70	71	2773	4225.68
VAPB	64	65	3601	5993.98
VCP	70	71	9807	14944.6
VPS13C	54	55	2256	4437.95
VPS35	68	69	6477	10156.2
CLN8	63	64	299	505.472
CHCHD10	72	73	1618	2398.07
CHCHD2	65	66	5	8.19656
GAPDH	135	27.556	113912	447259
