target_id	length	eff_length	est_counts	tpm
ACTB	72	73	56131	178481
ALS2	69	70	486	1611.58
ANXA11	65	66	63	221.569
ATP13A2	74	75	2748	8504.88
ATP6V0A1	54	55	8301	35033.3
C1orf43	66	67	5675	19660.9
C9orf72	56	57	1956	7965.38
CALCOCO2	54	55	172	725.903
CHMP2B	60	61	931	3542.69
CLN5	74	75	681	2107.65
CRLS1	61	62	1381	5170.29
CTSB	74	75	2668	8257.29
CTSD	75	76	346	1056.76
CTSL	58	59	801	3151.33
DCTN1	76	77	9638	29054.2
FUS	83	84	13418	37078.4
FYN	59	60	6379	24678.2
GALC	55	56	1894	7850.63
GBA	66	67	1500	5196.72
GCH1	56	57	497	2023.92
GRN	65	66	1583	5567.37
GSTO1	56	57	381	1551.54
GUSB	59	60	451	1744.77
HMBS	62	63	476	1753.8
HMOX1	66	67	51	176.688
HNRNPA2B1	50	51	25581	116429
KIF5A	62	63	16493	60767.6
LRRK2	53	54	170	730.748
MAPT	69	70	5249	17405.7
MCCC1	57	58	820	3281.7
NAGLU	70	71	128	418.47
NBR1	61	62	2581	9662.94
NEU1	70	71	1538	5028.18
NQO1	84	85	30	81.9247
OPTN	64	65	1668	5956.56
OXR1	72	73	3041	9669.55
PARK2	55	56	164	679.78
PARK7	62	63	9062	33388.5
PFN1	77	78	6057	18025
PINK1	67	68	1178	4021.14
PSAP	71	72	10604	34186.1
PSMB4	64	65	3060	10927.5
SCARB2	63	64	11158	40468.7
SETX	60	61	1565	5955.21
SNCA	58	59	1502	5909.23
SOD1	62	63	5188	19114.9
SQSTM1	66	67	3479	12052.9
STX17	57	58	589	2357.22
TARDBP	60	61	8142	30982.3
TAX1BP1	63	64	2896	10503.4
TBK1	59	60	712	2754.49
TMEM106B	54	55	1593	6723.04
TMEM175	70	71	2644	8644.02
VAPB	64	65	3485	12445.2
VCP	70	71	9345	30551.6
VPS13C	54	55	2623	11070
VPS35	68	69	6592	22175.9
CLN8	63	64	229	830.555
CHCHD10	72	73	1674	5322.86
CHCHD2	65	66	4	14.0679
GAPDH	81	82	17415	49297.2
