target_id	length	eff_length	est_counts	tpm
ACTB	72	264.4	71240	52987.7
ALS2	69	70	490	1376.61
ANXA11	65	66	37	110.248
ATP13A2	74	75	4488	11768
ATP6V0A1	54	55	55	196.658
C1orf43	66	67	4886	14341.4
C9orf72	56	57	1900	6555.26
CALCOCO2	54	55	138	493.433
CHMP2B	60	61	1137	3665.57
CLN5	74	75	625	1638.82
CRLS1	61	62	1408	4466.04
CTSB	74	75	3148	8254.39
CTSD	75	76	618	1599.14
CTSL	58	59	726	2419.89
DCTN1	76	77	9828	25100.7
FUS	83	84	16863	39479.1
FYN	59	60	5616	18407.2
GALC	55	56	1031	3620.61
GBA	66	67	1158	3398.95
GCH1	56	57	545	1880.33
GRN	65	66	1391	4144.71
GSTO1	56	57	306	1055.74
GUSB	59	60	290	950.513
HMBS	62	63	368	1148.73
HMOX1	66	67	30	88.0558
HNRNPA2B1	50	51	19614	75632.3
KIF5A	62	63	14929	46601.7
LRRK2	53	54	97	353.256
MAPT	69	70	8975	25214.4
MCCC1	57	190.876	502	517.207
NAGLU	70	71	122	337.919
NBR1	61	62	1608	5100.42
NEU1	70	71	2059	5703.08
NQO1	84	85	29	67.0951
OPTN	64	65	1508	4562.46
OXR1	72	73	2936	7909.42
PARK2	55	56	99	347.663
PARK7	62	63	6626	20683.4
PFN1	77	78	8025	20233.1
PINK1	67	68	1399	4045.95
PSAP	71	72	12978	35447.6
PSMB4	64	65	2433	7361.06
SCARB2	63	64	8570	26333.7
SETX	60	61	942	3036.91
SNCA	58	190.876	8447	8702.88
SOD1	62	63	4480	13984.6
SQSTM1	66	67	2859	8391.72
STX17	57	58	425	1441.03
TARDBP	60	61	6400	20633
TAX1BP1	63	64	2362	7257.91
TBK1	59	60	576	1887.92
TMEM106B	54	55	845	3021.38
TMEM175	70	71	1968	5451.03
VAPB	64	65	3102	9385.12
VCP	70	71	8653	23967.3
VPS13C	54	55	1632	5835.38
VPS35	68	69	5706	16262.8
CLN8	63	64	287	881.888
CHCHD10	72	73	1235	3327.02
CHCHD2	65	66	1	2.97967
GAPDH	135	27.8066	52448	370930
