target_id	length	eff_length	est_counts	tpm
ACTB	72	335.323	62782	26765.4
ALS2	69	70	438	894.496
ANXA11	65	66	33	71.478
ATP13A2	74	75	6124	11672.8
ATP6V0A1	54	55	44	114.365
C1orf43	66	67	4956	10574.5
C9orf72	56	57	1992	4995.93
CALCOCO2	54	55	187	486.05
CHMP2B	60	61	1094	2563.83
CLN5	74	75	645	1229.42
CRLS1	61	62	1449	3341.02
CTSB	74	75	4325	8243.79
CTSD	75	76	948	1783.19
CTSL	58	59	818	1982
DCTN1	76	77	12367	22960.2
FUS	83	84	16268	27685.8
FYN	59	60	5164	12303.7
GALC	55	56	1278	3262.46
GBA	66	67	1441	3074.62
GCH1	56	57	516	1294.13
GRN	65	66	1443	3125.54
GSTO1	56	57	322	807.576
GUSB	59	60	355	845.823
HMBS	62	63	412	934.887
HMOX1	66	67	46	98.1489
HNRNPA2B1	50	51	20190	56593.7
KIF5A	62	63	15761	35763.9
LRRK2	53	54	135	357.39
MAPT	69	70	14305	29214.1
MCCC1	57	335.323	561	239.167
NAGLU	70	71	172	346.316
NBR1	61	62	1853	4272.54
NEU1	70	71	1912	3849.74
NQO1	84	85	42	70.6371
OPTN	64	65	2278	5010.06
OXR1	72	73	3513	6879.51
PARK2	55	56	105	268.042
PARK7	62	63	6588	14949.1
PFN1	77	78	13351	24469.3
PINK1	67	68	2038	4284.47
PSAP	71	72	19303	38326.1
PSMB4	64	65	2649	5826
SCARB2	63	64	9634	21519.3
SETX	60	61	1084	2540.4
SNCA	58	335.323	9165	3907.25
SOD1	62	63	4437	10068.2
SQSTM1	66	67	2959	6313.53
STX17	57	58	537	1323.57
TARDBP	60	61	6296	14754.9
TAX1BP1	63	64	2484	5548.48
TBK1	59	60	652	1553.45
TMEM106B	54	55	999	2596.6
TMEM175	70	71	2317	4665.2
VAPB	64	65	2894	6364.84
VCP	70	71	8974	18068.8
VPS13C	54	55	2064	5364.75
VPS35	68	69	5413	11214.8
CLN8	63	64	347	775.089
CHCHD10	72	73	1491	2919.83
CHCHD2	65	66	8	17.328
GAPDH	135	27.5197	95993	498652
