target_id	length	eff_length	est_counts	tpm
ACTB	72	73	25624	137046
ALS2	69	70	356	1985.62
ANXA11	65	66	41	242.54
ATP13A2	74	75	1371	7137.07
ATP6V0A1	54	55	5787	41080.4
C1orf43	66	67	2795	16287.4
C9orf72	56	57	1491	10212.8
CALCOCO2	54	55	62	440.121
CHMP2B	60	61	561	3590.68
CLN5	74	75	480	2498.75
CRLS1	61	62	985	6202.8
CTSB	74	75	1407	7324.47
CTSD	75	76	138	708.939
CTSL	58	59	631	4175.62
DCTN1	76	77	5091	25814
FUS	83	84	7016	32610.2
FYN	59	60	4088	26601.3
GALC	55	56	1109	7731.92
GBA	66	67	1086	6328.47
GCH1	56	57	204	1397.33
GRN	65	66	837	4951.37
GSTO1	56	57	203	1390.48
GUSB	59	60	294	1913.11
HMBS	62	63	273	1691.86
HMOX1	66	67	17	99.0644
HNRNPA2B1	50	51	18511	141711
KIF5A	62	63	9386	58167.9
LRRK2	53	54	125	903.774
MAPT	69	70	1775	9900.2
MCCC1	57	58	683	4597.65
NAGLU	70	71	53	291.448
NBR1	61	62	2027	12764.6
NEU1	70	71	839	4613.68
NQO1	84	85	28	128.612
OPTN	64	65	1021	6132.76
OXR1	72	73	2159	11547.1
PARK2	55	56	144	1003.96
PARK7	62	63	4450	27578
PFN1	77	78	2730	13665.1
PINK1	67	68	13	74.6411
PSAP	71	72	3954	21441.1
PSMB4	64	65	1275	7658.44
SCARB2	63	64	7540	45997.6
SETX	60	61	1457	9325.53
SNCA	58	59	6738	44588.5
SOD1	62	63	3082	19100.1
SQSTM1	66	67	1785	10401.8
STX17	57	58	443	2982.08
TARDBP	60	61	6489	41532.8
TAX1BP1	63	64	1966	11993.5
TBK1	59	60	481	3129.95
TMEM106B	54	55	1158	8220.33
TMEM175	70	71	1800	9898.23
VAPB	64	65	1948	11700.9
VCP	70	71	5244	28836.9
VPS13C	54	55	2138	15177.1
VPS35	68	69	3277	18542.6
CLN8	63	64	198	1207.89
CHCHD10	72	73	684	3658.28
CHCHD2	65	66	0	0
GAPDH	135	27.9202	3008	42063.3
