target_id	length	eff_length	est_counts	tpm
ACTB	72	141.845	96030	81075.4
ALS2	69	70	546	934.097
ANXA11	65	66	48	87.0953
ATP13A2	74	75	6847	10932.9
ATP6V0A1	54	55	10027	21832.6
C1orf43	66	249.394	6395	3070.8
C9orf72	56	57	2021	4246.09
CALCOCO2	54	55	191	415.88
CHMP2B	60	61	1153	2263.58
CLN5	74	249.394	675	324.127
CRLS1	61	62	1440	2781.43
CTSB	74	75	5488	8762.95
CTSD	75	498.788	1049	251.858
CTSL	58	2255.32	805	42.745
DCTN1	76	77	14576	22669.7
FUS	83	84	20541	29284.6
FYN	59	60	6430	12833.9
GALC	55	56	1441	3081.58
GBA	66	67	1665	2976.03
GCH1	56	57	451	947.543
GRN	65	66	1647	2988.46
GSTO1	56	57	307	645.002
GUSB	59	60	396	790.39
HMBS	62	63	383	728.04
HMOX1	66	67	53	94.7324
HNRNPA2B1	50	51	25659	60251.4
KIF5A	62	63	20781	39502.4
LRRK2	53	54	182	403.622
MAPT	69	70	18814	32187
MCCC1	57	141.845	708	597.745
NAGLU	70	71	193	325.534
NBR1	61	62	2305	4452.22
NEU1	70	71	1773	2990.53
NQO1	84	85	63	88.7603
OPTN	64	65	2340	4311.22
OXR1	72	73	3356	5505.49
PARK2	55	56	133	284.42
PARK7	62	63	8855	16832.4
PFN1	77	78	13729	21078.6
PINK1	67	68	2136	3761.75
PSAP	71	72	25199	41912.9
PSMB4	64	65	3653	6730.29
SCARB2	63	64	11471	21464.4
SETX	60	61	1160	2277.33
SNCA	58	141.845	10321	8713.73
SOD1	62	63	4957	9422.71
SQSTM1	66	67	3589	6414.99
STX17	57	58	563	1162.46
TARDBP	60	61	7370	14468.9
TAX1BP1	63	2255.32	3159	167.741
TBK1	59	60	644	1285.38
TMEM106B	54	55	1155	2514.88
TMEM175	70	71	2382	4017.73
VAPB	64	65	4086	7528.05
VCP	70	249.394	10562	5071.74
VPS13C	54	55	2027	4413.55
VPS35	68	69	867	1504.76
CLN8	63	249.394	260	124.849
CHCHD10	72	73	1797	2947.97
CHCHD2	65	66	4	7.25794
GAPDH	135	27.7681	104624	451214
