target_id	length	eff_length	est_counts	tpm
ACTB	72	73	19727	163684
ALS2	69	70	190	1644.08
ANXA11	65	66	20	183.55
ATP13A2	74	75	921	7438.18
ATP6V0A1	54	55	3304	36386.9
C1orf43	66	67	2233	20187.5
C9orf72	56	57	924	9818.95
CALCOCO2	54	55	68	748.884
CHMP2B	60	61	516	5123.75
CLN5	74	75	321	2592.46
CRLS1	61	62	600	5861.75
CTSB	74	75	986	7963.13
CTSD	75	76	123	980.301
CTSL	58	59	325	3336.56
DCTN1	76	77	3619	28468.6
FUS	83	84	4921	35484.8
FYN	59	60	2698	27237
GALC	55	56	797	8620.62
GBA	66	67	615	5559.92
GCH1	56	57	169	1795.89
GRN	65	66	599	5497.32
GSTO1	56	57	165	1753.38
GUSB	59	60	193	1948.38
HMBS	62	63	154	1480.64
HMOX1	66	67	13	117.527
HNRNPA2B1	50	51	10760	127794
KIF5A	62	63	5810	55860.3
LRRK2	53	54	62	695.45
MAPT	69	70	1447	12521
MCCC1	57	58	259	2704.83
NAGLU	70	71	29	247.405
NBR1	61	62	1103	10775.9
NEU1	70	71	498	4248.53
NQO1	84	85	14	99.7648
OPTN	64	65	651	6066.46
OXR1	72	73	1305	10828.2
PARK2	55	56	88	951.837
PARK7	62	63	1636	15729.4
PFN1	77	78	2151	16703.7
PINK1	67	68	434	3865.88
PSAP	71	72	3284	27627.3
PSMB4	64	65	1095	10204
SCARB2	63	64	4615	43677.7
SETX	60	61	821	8152.32
SNCA	58	59	3849	39515.2
SOD1	62	63	2433	23392.1
SQSTM1	66	67	1394	12602.5
STX17	57	58	238	2485.52
TARDBP	60	61	3726	36998.2
TAX1BP1	63	64	1113	10533.8
TBK1	59	60	262	2644.95
TMEM106B	54	55	744	8193.67
TMEM175	70	71	948	8087.57
VAPB	64	65	1332	12412.5
VCP	70	71	3267	27871.4
VPS13C	54	55	1016	11189.2
VPS35	68	69	2092	18364.6
CLN8	63	64	104	984.286
CHCHD10	72	73	560	4646.58
CHCHD2	65	66	2	18.355
GAPDH	81	82	5062	37391.8
