target_id	length	eff_length	est_counts	tpm
ACTB	72	315.217	72036	47258.6
ALS2	69	70	539	1592.33
ANXA11	65	66	38	119.064
ATP13A2	74	75	5948	16400.3
ATP6V0A1	54	55	40	150.397
C1orf43	66	67	5345	16497.4
C9orf72	56	57	2154	7814.7
CALCOCO2	54	55	163	612.867
CHMP2B	60	61	1216	4122.35
CLN5	74	75	646	1781.2
CRLS1	61	62	1483	4946.42
CTSB	74	75	4204	11591.6
CTSD	75	76	1006	2737.32
CTSL	58	59	912	3196.57
DCTN1	76	77	11663	31322.8
FUS	83	84	18589	45763.4
FYN	59	60	5490	18921.8
GALC	55	56	1133	4183.92
GBA	66	67	1465	4521.73
GCH1	56	57	528	1915.58
GRN	65	66	1501	4703.03
GSTO1	56	57	305	1106.54
GUSB	59	60	312	1075.34
HMBS	62	63	491	1611.69
HMOX1	66	67	45	138.893
HNRNPA2B1	50	51	21545	87361
KIF5A	62	63	16114	52893.7
LRRK2	53	54	142	543.796
MAPT	69	70	14642	43255.7
MCCC1	57	315.217	604	396.249
NAGLU	70	71	147	428.154
NBR1	61	62	1844	6150.5
NEU1	70	71	2013	5863.09
NQO1	84	85	43	104.614
OPTN	64	65	1947	6194.33
OXR1	72	73	3218	9116.01
PARK2	55	56	113	417.284
PARK7	62	63	6750	22156.7
PFN1	77	78	13092	34709.9
PINK1	67	68	1901	5781.16
PSAP	71	72	18669	53620.4
PSMB4	64	65	2696	8577.25
SCARB2	63	64	9931	32088.9
SETX	60	61	1095	3712.15
SNCA	58	315.217	9521	6246.18
SOD1	62	63	4507	14794.1
SQSTM1	66	67	2872	8864.43
STX17	57	58	566	2018.04
TARDBP	60	61	6882	23330.6
TAX1BP1	63	64	2675	8643.41
TBK1	59	60	562	1936.99
TMEM106B	54	55	952	3579.44
TMEM175	70	71	2286	6658.24
VAPB	64	65	3078	9792.57
VCP	70	71	9203	26804.8
VPS13C	54	55	2075	7801.84
VPS35	68	69	6348	19025.2
CLN8	63	64	350	1130.91
CHCHD10	72	73	1506	4266.22
CHCHD2	65	66	4	12.5331
GAPDH	81	82	98195	247638
