target_id	length	eff_length	est_counts	tpm
ACTB	72	73	34579	129828
ALS2	69	70	501	1961.64
ANXA11	65	66	43	178.568
ATP13A2	74	75	1756	6417.17
ATP6V0A1	54	55	8770	43703.6
C1orf43	66	67	4441	18167.1
C9orf72	56	57	2346	11280.6
CALCOCO2	54	55	180	896.995
CHMP2B	60	61	1074	4825.64
CLN5	74	75	651	2379.03
CRLS1	61	62	1516	6701.74
CTSB	74	75	1765	6450.06
CTSD	75	76	158	569.801
CTSL	58	59	877	4074.06
DCTN1	76	77	6717	23909.2
FUS	83	84	8768	28608.9
FYN	59	60	7350	33575
GALC	55	56	1998	9778.84
GBA	66	67	1577	6451.15
GCH1	56	57	489	2351.33
GRN	65	66	1416	5880.3
GSTO1	56	57	483	2322.48
GUSB	59	60	424	1936.84
HMBS	62	63	415	1805.46
HMOX1	66	67	46	188.176
HNRNPA2B1	50	51	31391	168700
KIF5A	62	63	16297	70900.2
LRRK2	53	54	266	1350.11
MAPT	69	70	2316	9068.19
MCCC1	57	58	853	4030.89
NAGLU	70	71	68	262.501
NBR1	61	62	3102	13712.9
NEU1	70	71	1346	5195.97
NQO1	84	85	21	67.7143
OPTN	64	65	1352	5700.9
OXR1	72	73	3213	12063.4
PARK2	55	56	220	1076.75
PARK7	62	63	7940	34543
PFN1	77	78	2249	7902.69
PINK1	67	68	636	2563.47
PSAP	71	72	5769	21960.8
PSMB4	64	65	2242	9453.71
SCARB2	63	64	12469	53398.8
SETX	60	61	1803	8101.14
SNCA	58	59	1543	7167.93
SOD1	62	63	5464	23771.2
SQSTM1	66	67	2975	12170
STX17	57	58	723	3416.57
TARDBP	60	61	9319	41871.6
TAX1BP1	63	64	2961	12680.6
TBK1	59	60	749	3421.45
TMEM106B	54	55	2039	10161
TMEM175	70	71	2150	8299.66
VAPB	64	65	3073	12957.7
VCP	70	71	8160	31500.1
VPS13C	54	55	2618	13046.3
VPS35	68	69	5149	20452.9
CLN8	63	64	387	1657.34
CHCHD10	72	73	1074	4032.38
CHCHD2	65	66	1	4.15275
GAPDH	135	28.0892	932	9094.04
