target_id	length	eff_length	est_counts	tpm
ACTB	72	73	19547	135095
ALS2	69	70	297	2140.63
ANXA11	65	66	29	221.686
ATP13A2	74	75	1057	7110.45
ATP6V0A1	54	55	4420	40545.5
C1orf43	66	67	2210	16641.8
C9orf72	56	57	1338	11843.1
CALCOCO2	54	55	75	687.99
CHMP2B	60	61	423	3498.6
CLN5	74	75	266	1789.39
CRLS1	61	62	666	5419.59
CTSB	74	75	937	6303.21
CTSD	75	76	116	770.066
CTSL	58	59	534	4566.39
DCTN1	76	77	4276	28017.6
FUS	83	84	5755	34566
FYN	59	60	2830	23796.8
GALC	55	56	1070	9640.05
GBA	66	67	824	6204.92
GCH1	56	57	185	1637.5
GRN	65	66	644	4922.95
GSTO1	56	57	204	1805.67
GUSB	59	60	269	2261.96
HMBS	62	63	242	1938.02
HMOX1	66	67	20	150.605
HNRNPA2B1	50	51	14993	148321
KIF5A	62	63	8132	65123.9
LRRK2	53	54	111	1037.08
MAPT	69	70	1832	13204.2
MCCC1	57	58	464	4036.21
NAGLU	70	71	37	262.922
NBR1	61	62	1483	12067.9
NEU1	70	71	563	4000.68
NQO1	84	85	15	89.034
OPTN	64	65	823	6388.08
OXR1	72	73	1824	12606.2
PARK2	55	56	6	54.0564
PARK7	62	63	4269	34187.6
PFN1	77	78	1649	10666.2
PINK1	67	68	364	2700.7
PSAP	71	72	3401	23831.8
PSMB4	64	65	1182	9174.61
SCARB2	63	64	5580	43988.4
SETX	60	61	1070	8849.88
SNCA	58	59	5423	46373.6
SOD1	62	63	2605	20861.7
SQSTM1	66	67	1462	11009.2
STX17	57	58	338	2940.17
TARDBP	60	61	4676	38674.8
TAX1BP1	63	64	1493	11769.6
TBK1	59	60	306	2573.08
TMEM106B	54	55	987	9053.95
TMEM175	70	71	1611	11447.8
VAPB	64	65	1682	13055.6
VCP	70	71	4206	29887.8
VPS13C	54	55	1879	17236.4
VPS35	68	69	2511	18360.4
CLN8	63	64	147	1158.83
CHCHD10	72	73	727	5024.53
CHCHD2	65	66	1	7.64433
GAPDH	81	82	1365	8398.51
