target_id	length	eff_length	est_counts	tpm
ACTB	72	73	85274	177404
ALS2	69	70	609	1321.26
ANXA11	65	66	44	101.246
ATP13A2	74	75	6587	13338.2
ATP6V0A1	54	55	51	140.824
C1orf43	66	67	6442	14602.1
C9orf72	56	57	2586	6890.08
CALCOCO2	54	55	232	640.613
CHMP2B	60	61	1510	3759.39
CLN5	74	75	813	1646.27
CRLS1	61	62	1776	4350.33
CTSB	74	75	4785	9689.27
CTSD	75	76	1054	2106.19
CTSL	58	59	1127	2900.96
DCTN1	76	77	13741	27101.8
FUS	83	84	21334	38571.2
FYN	59	60	7155	18110.4
GALC	55	56	1645	4461.17
GBA	66	67	1700	3853.4
GCH1	56	57	692	1843.75
GRN	65	66	1802	4146.5
GSTO1	56	57	412	1097.72
GUSB	59	60	503	1273.17
HMBS	62	63	539	1299.33
HMOX1	66	67	50	113.335
HNRNPA2B1	50	51	29114	86696.6
KIF5A	62	63	22182	53472.5
LRRK2	53	54	239	672.163
MAPT	69	70	14222	30855.5
MCCC1	57	58	779	2039.76
NAGLU	70	71	136	290.905
NBR1	61	62	2362	5785.74
NEU1	70	71	2566	5488.69
NQO1	84	85	50	89.335
OPTN	64	65	2423	5661.23
OXR1	72	73	3782	7868.09
PARK2	55	56	176	477.304
PARK7	62	63	8987	21664.3
PFN1	77	78	12779	24881.3
PINK1	67	68	2361	5273
PSAP	71	72	21687	45744.4
PSMB4	64	65	3742	8743.01
SCARB2	63	64	11460	27194.1
SETX	60	61	1479	3682.21
SNCA	58	59	13404	34502.7
SOD1	62	63	6345	15295.4
SQSTM1	66	67	4179	9472.58
STX17	57	58	727	1903.61
TARDBP	60	61	9125	22718.2
TAX1BP1	63	64	3419	8113.15
TBK1	59	60	764	1933.8
TMEM106B	54	55	1254	3462.62
TMEM175	70	71	2820	6032
VAPB	64	65	4403	10287.4
VCP	70	71	13040	27892.6
VPS13C	54	55	2764	7632.13
VPS35	68	69	7505	16518.6
CLN8	63	64	422	1001.39
CHCHD10	72	73	1760	3661.51
CHCHD2	65	66	5	11.5053
GAPDH	81	82	82188	152218
