target_id	length	eff_length	est_counts	tpm
ACTB	72	73	19723	135176
ALS2	69	70	284	2029.88
ANXA11	65	66	39	295.645
ATP13A2	74	75	1103	7358.08
ATP6V0A1	54	55	4363	39689.3
C1orf43	66	67	2292	17115.5
C9orf72	56	57	1186	10410.2
CALCOCO2	54	55	76	691.355
CHMP2B	60	61	560	4593.13
CLN5	74	75	374	2494.94
CRLS1	61	62	843	6802.78
CTSB	74	75	935	6237.36
CTSD	75	76	128	842.649
CTSL	58	59	488	4138.26
DCTN1	76	77	4344	28226
FUS	83	84	5704	33974.3
FYN	59	60	2739	22839.7
GALC	55	56	923	8246.39
GBA	66	67	846	6317.51
GCH1	56	57	166	1457.08
GRN	65	66	659	4995.65
GSTO1	56	57	228	2001.29
GUSB	59	60	275	2293.15
HMBS	62	63	214	1699.51
HMOX1	66	67	7	52.2725
HNRNPA2B1	50	51	15326	150352
KIF5A	62	63	8169	64875.2
LRRK2	53	54	102	945.054
MAPT	69	70	1668	11922
MCCC1	57	58	437	3769.67
NAGLU	70	71	29	204.357
NBR1	61	62	1449	11693
NEU1	70	71	532	3748.9
NQO1	84	85	19	111.837
OPTN	64	65	929	7150.77
OXR1	72	73	1886	12926.2
PARK2	55	56	106	947.04
PARK7	62	63	4053	32187.4
PFN1	77	78	1919	12309.2
PINK1	67	68	23	169.227
PSAP	71	72	3604	25043.9
PSMB4	64	65	1154	8882.66
SCARB2	63	64	6006	46952.2
SETX	60	61	1088	8923.79
SNCA	58	59	5141	43595.9
SOD1	62	63	2884	22903.7
SQSTM1	66	67	1408	10514.2
STX17	57	58	377	3252.1
TARDBP	60	61	4799	39361.5
TAX1BP1	63	64	1447	11312
TBK1	59	60	402	3352.16
TMEM106B	54	55	904	8223.49
TMEM175	70	71	1557	10971.9
VAPB	64	65	1512	11638.3
VCP	70	71	4466	31471
VPS13C	54	55	1819	16547
VPS35	68	69	2630	19070.3
CLN8	63	64	116	906.835
CHCHD10	72	73	670	4592
CHCHD2	65	66	0	0
GAPDH	81	82	1507	9194.96
