target_id	length	eff_length	est_counts	tpm
ACTB	72	73	21008	143601
ALS2	69	70	271	1931.83
ANXA11	65	66	36	272.179
ATP13A2	74	75	1021	6792.99
ATP6V0A1	54	55	4789	43448.9
C1orf43	66	67	2349	17494.6
C9orf72	56	57	1259	11021.7
CALCOCO2	54	55	59	535.286
CHMP2B	60	61	535	4376.44
CLN5	74	75	344	2288.73
CRLS1	61	62	741	5963.8
CTSB	74	75	945	6287.34
CTSD	75	76	100	656.573
CTSL	58	59	410	3467.6
DCTN1	76	77	3860	25014.6
FUS	83	84	5882	34941.6
FYN	59	60	3203	26638
GALC	55	56	1004	8946.28
GBA	66	67	851	6337.99
GCH1	56	57	245	2144.81
GRN	65	66	696	5262.14
GSTO1	56	57	234	2048.51
GUSB	59	60	266	2212.21
HMBS	62	63	225	1782.13
HMOX1	66	67	14	104.268
HNRNPA2B1	50	51	14751	144327
KIF5A	62	63	8162	64647.7
LRRK2	53	54	100	924.066
MAPT	69	70	1470	10478.9
MCCC1	57	58	479	4121.02
NAGLU	70	71	43	302.209
NBR1	61	62	1595	12837.1
NEU1	70	71	742	5214.86
NQO1	84	85	14	82.1875
OPTN	64	65	794	6095.42
OXR1	72	73	1840	12577.4
PARK2	55	56	102	908.885
PARK7	62	63	3955	31325.8
PFN1	77	78	1673	10702.8
PINK1	67	68	342	2509.65
PSAP	71	72	3396	23536
PSMB4	64	65	1103	8467.57
SCARB2	63	64	5697	44418.4
SETX	60	61	1154	9440.01
SNCA	58	59	5493	46457.3
SOD1	62	63	2705	21425.1
SQSTM1	66	67	1536	11439.7
STX17	57	58	377	3243.47
TARDBP	60	61	4891	40009.6
TAX1BP1	63	64	1492	11632.8
TBK1	59	60	307	2553.19
TMEM106B	54	55	945	8573.65
TMEM175	70	71	1303	9157.62
VAPB	64	65	1589	12198.5
VCP	70	71	4057	28513
VPS13C	54	55	1559	14144.3
VPS35	68	69	2693	19475.3
CLN8	63	64	151	1177.32
CHCHD10	72	73	583	3985.13
CHCHD2	65	66	1	7.56054
GAPDH	81	82	1564	9517.43
