target_id	length	eff_length	est_counts	tpm
ACTB	72	73	43044	141141
ALS2	69	70	516	1764.47
ANXA11	65	66	34	123.31
ATP13A2	74	75	2579	8231
ATP6V0A1	54	55	8320	36209.5
C1orf43	66	67	4189	14965.7
C9orf72	56	57	2226	9347.87
CALCOCO2	54	55	147	639.76
CHMP2B	60	61	964	3782.77
CLN5	74	75	671	2141.53
CRLS1	61	62	1360	5250.61
CTSB	74	75	2121	6769.27
CTSD	75	76	282	888.174
CTSL	58	59	814	3302.44
DCTN1	76	77	8878	27598.6
FUS	83	84	13616	38800.1
FYN	59	60	5595	22320.9
GALC	55	56	1556	6650.95
GBA	66	67	1632	5830.53
GCH1	56	57	378	1587.37
GRN	65	66	1492	5411.12
GSTO1	56	57	367	1541.18
GUSB	59	60	440	1755.35
HMBS	62	63	427	1622.37
HMOX1	66	67	36	128.615
HNRNPA2B1	50	51	28176	132243
KIF5A	62	63	16221	61631
LRRK2	53	54	198	877.675
MAPT	69	70	4544	15538.3
MCCC1	57	58	861	3553.35
NAGLU	70	71	105	353.992
NBR1	61	62	2441	9424.07
NEU1	70	71	1300	4382.76
NQO1	84	85	25	70.4018
OPTN	64	65	1522	5604.85
OXR1	72	73	3210	10525.5
PARK2	55	56	177	756.567
PARK7	62	63	7460	28344
PFN1	77	78	4644	14251.5
PINK1	67	68	862	3034.32
PSAP	71	72	8508	28285.1
PSMB4	64	65	2376	8749.75
SCARB2	63	64	10556	39480.4
SETX	60	61	1652	6482.5
SNCA	58	59	10362	42039.2
SOD1	62	63	4574	17378.7
SQSTM1	66	67	2594	9267.39
STX17	57	58	730	3012.71
TARDBP	60	61	7727	30321
TAX1BP1	63	64	3083	11530.7
TBK1	59	60	629	2509.35
TMEM106B	54	55	1428	6214.81
TMEM175	70	71	2778	9365.61
VAPB	64	65	3173	11684.7
VCP	70	71	7975	26886.5
VPS13C	54	55	2779	12094.5
VPS35	68	69	5289	18347.9
CLN8	63	64	258	964.944
CHCHD10	72	73	1325	4344.66
CHCHD2	65	66	0	0
GAPDH	135	27.8793	8461	72644.4
