target_id	length	eff_length	est_counts	tpm
ACTB	72	73	21008	141009
ALS2	69	70	271	1896.95
ANXA11	65	66	36	267.266
ATP13A2	74	75	1021	6670.37
ATP6V0A1	54	55	4789	42664.6
C1orf43	66	67	2349	17178.8
C9orf72	56	57	1259	10822.7
CALCOCO2	54	55	59	525.623
CHMP2B	60	61	535	4297.43
CLN5	74	75	344	2247.41
CRLS1	61	62	741	5856.14
CTSB	74	75	945	6173.85
CTSD	75	76	100	644.721
CTSL	58	59	410	3405
DCTN1	76	77	3860	24563
FUS	83	84	5882	34310.8
FYN	59	60	3203	26157.2
GALC	55	56	1004	8784.78
GBA	66	67	851	6223.58
GCH1	56	57	245	2106.09
GRN	65	66	696	5167.14
GSTO1	56	57	234	2011.53
GUSB	59	60	266	2172.28
HMBS	62	63	225	1749.96
HMOX1	66	67	14	102.385
HNRNPA2B1	50	51	14751	141722
KIF5A	62	63	8162	63480.6
LRRK2	53	54	100	907.385
MAPT	69	70	1470	10289.7
MCCC1	57	58	479	4046.62
NAGLU	70	71	43	296.753
NBR1	61	62	1595	12605.3
NEU1	70	71	742	5120.72
NQO1	84	85	14	80.7039
OPTN	64	65	794	5985.39
OXR1	72	73	1840	12350.4
PARK2	55	56	102	892.478
PARK7	62	63	3955	30760.3
PFN1	77	78	1673	10509.6
PINK1	67	68	342	2464.35
PSAP	71	72	3396	23111.1
PSMB4	64	65	1103	8314.71
SCARB2	63	64	5697	43616.6
SETX	60	61	1154	9269.6
SNCA	58	59	5493	45618.7
SOD1	62	63	2705	21038.4
SQSTM1	66	67	1536	11233.2
STX17	57	58	377	3184.92
TARDBP	60	61	4891	39287.4
TAX1BP1	63	64	1492	11422.8
TBK1	59	60	307	2507.1
TMEM106B	54	55	945	8418.88
TMEM175	70	71	1303	8992.31
VAPB	64	65	1589	11978.3
VCP	70	71	4057	27998.3
VPS13C	54	55	1559	13888.9
VPS35	68	69	2693	19123.7
CLN8	63	64	151	1156.06
CHCHD10	72	73	583	3913.19
CHCHD2	65	66	1	7.42406
GAPDH	135	27.989	1565	27397.6
