target_id	length	eff_length	est_counts	tpm
ACTB	72	73	18755	124221
ALS2	69	70	226	1561.03
ANXA11	65	66	41	300.36
ATP13A2	74	75	918	5918.11
ATP6V0A1	54	55	4841	42557.3
C1orf43	66	67	2278	16439.2
C9orf72	56	57	1287	10917.1
CALCOCO2	54	55	59	518.67
CHMP2B	60	61	616	4882.62
CLN5	74	75	284	1830.88
CRLS1	61	62	959	7478.75
CTSB	74	75	989	6375.83
CTSD	75	76	72	458.058
CTSL	58	59	426	3491.08
DCTN1	76	77	3276	20571
FUS	83	84	5210	29988.9
FYN	59	60	3730	30058
GALC	55	56	1159	10006.8
GBA	66	67	930	6711.35
GCH1	56	57	217	1840.72
GRN	65	66	769	5633.58
GSTO1	56	57	193	1637.13
GUSB	59	60	322	2594.82
HMBS	62	63	240	1841.93
HMOX1	66	67	15	108.248
HNRNPA2B1	50	51	17343	164420
KIF5A	62	63	8968	68826.7
LRRK2	53	54	132	1181.9
MAPT	69	70	1314	9076.1
MCCC1	57	58	501	4176.49
NAGLU	70	71	41	279.208
NBR1	61	62	1729	13483.6
NEU1	70	71	710	4835.06
NQO1	84	85	12	68.2597
OPTN	64	65	783	5824.39
OXR1	72	73	1694	11220
PARK2	55	56	122	1053.35
PARK7	62	63	2334	17912.7
PFN1	77	78	1036	6421.95
PINK1	67	68	336	2389.09
PSAP	71	72	3198	21475.7
PSMB4	64	65	1204	8956.02
SCARB2	63	64	6909	52196
SETX	60	61	1095	8679.33
SNCA	58	59	5664	46416.6
SOD1	62	63	3193	24505.3
SQSTM1	66	67	1762	12715.5
STX17	57	58	391	3259.5
TARDBP	60	61	5407	42857.7
TAX1BP1	63	64	1657	12518.3
TBK1	59	60	441	3553.77
TMEM106B	54	55	1063	9344.85
TMEM175	70	71	1491	10153.6
VAPB	64	65	2000	14877.1
VCP	70	71	4562	31067
VPS13C	54	55	1695	14900.8
VPS35	68	69	2957	20720.7
CLN8	63	64	161	1216.32
CHCHD10	72	73	575	3808.44
CHCHD2	65	66	1	7.32585
GAPDH	135	28.1584	446	7658.25
