target_id	length	eff_length	est_counts	tpm
ACTB	72	293.518	81722	38909.7
ALS2	69	70	656	1309.66
ANXA11	65	66	45	95.2846
ATP13A2	74	75	5738	10691.9
ATP6V0A1	54	55	9387	23851.6
C1orf43	66	67	7043	14690.5
C9orf72	56	57	2177	5337.5
CALCOCO2	54	55	191	485.316
CHMP2B	60	61	1265	2898.11
CLN5	74	75	764	1423.59
CRLS1	61	62	1593	3590.69
CTSB	74	75	4365	8133.49
CTSD	75	76	875	1608.97
CTSL	58	59	848	2008.62
DCTN1	76	77	13270	24084.3
FUS	83	84	21077	35065.8
FYN	59	60	6681	15561.2
GALC	55	56	1359	3391.45
GBA	66	67	1774	3700.27
GCH1	56	57	467	1144.98
GRN	65	66	1818	3849.5
GSTO1	56	57	337	826.246
GUSB	59	60	422	982.913
HMBS	62	63	460	1020.4
HMOX1	66	67	41	85.5191
HNRNPA2B1	50	51	26044	71366
KIF5A	62	63	20659	45827.1
LRRK2	53	54	137	354.553
MAPT	69	70	14957	29860.7
MCCC1	57	293.518	846	402.8
NAGLU	70	71	154	303.121
NBR1	61	62	2502	5639.62
NEU1	70	71	2066	4066.55
NQO1	84	85	55	90.4269
OPTN	64	65	2386	5129.93
OXR1	72	73	3217	6158.6
PARK2	55	56	111	277.006
PARK7	62	63	9315	20663.1
PFN1	77	78	11270	20192.2
PINK1	67	68	2081	4276.78
PSAP	71	72	19933	38689.6
PSMB4	64	65	3249	6985.39
SCARB2	63	64	11076	24185.6
SETX	60	61	1232	2822.51
SNCA	58	293.518	9893	4710.29
SOD1	62	63	4741	10516.8
SQSTM1	66	67	3617	7544.45
STX17	57	58	585	1409.55
TARDBP	60	61	8325	19072.5
TAX1BP1	63	64	2932	6402.33
TBK1	59	60	644	1499.99
TMEM106B	54	55	1195	3036.4
TMEM175	70	71	2970	5845.91
VAPB	64	65	3942	8475.34
VCP	70	71	10030	19742.3
VPS13C	54	55	2250	5717.08
VPS35	68	69	1402	2839.57
CLN8	63	64	295	644.164
CHCHD10	72	73	1723	3298.5
CHCHD2	65	66	3	6.35231
GAPDH	135	27.7807	80946	407199
