target_id	length	eff_length	est_counts	tpm
ACTB	72	333.847	77754	31589.9
ALS2	69	70	588	1139.34
ANXA11	65	66	24	49.3219
ATP13A2	74	75	1273	2302.18
ATP6V0A1	54	55	9792	24148
C1orf43	66	67	6234	12620.2
C9orf72	56	57	2260	5377.82
CALCOCO2	54	55	173	426.635
CHMP2B	60	61	1278	2841.67
CLN5	74	75	764	1381.67
CRLS1	61	62	1740	3806.54
CTSB	74	75	5103	9228.62
CTSD	75	76	803	1433.09
CTSL	58	59	929	2135.68
DCTN1	76	77	13181	23218.3
FUS	83	84	21639	34940.6
FYN	59	60	6094	13776
GALC	55	56	1516	3671.84
GBA	66	67	1636	3311.93
GCH1	56	57	477	1135.05
GRN	65	66	1804	3707.36
GSTO1	56	57	409	973.243
GUSB	59	60	357	807.03
HMBS	62	63	577	1242.25
HMOX1	66	67	53	107.294
HNRNPA2B1	50	51	26158	69567.6
KIF5A	62	63	18050	38860.6
LRRK2	53	54	158	396.859
MAPT	69	70	14113	27346
MCCC1	57	154.911	679	594.51
NAGLU	70	71	127	242.615
NBR1	61	62	2179	4766.92
NEU1	70	71	1671	3192.21
NQO1	84	85	50	79.7855
OPTN	64	65	1946	4060.71
OXR1	72	73	3692	6859.8
PARK2	55	56	122	295.491
PARK7	62	63	8497	18293.5
PFN1	77	78	12669	22030.3
PINK1	67	68	1999	3987.28
PSAP	71	72	18681	35191.7
PSMB4	64	65	3209	6696.21
SCARB2	63	64	11108	23541.2
SETX	60	61	1215	2701.59
SNCA	58	154.911	9055	7928.26
SOD1	62	63	5329	11473
SQSTM1	66	67	3030	6133.95
STX17	57	58	596	1393.77
TARDBP	60	61	8571	19057.9
TAX1BP1	63	64	3218	6819.91
TBK1	59	60	581	1313.4
TMEM106B	54	55	1137	2803.95
TMEM175	70	71	2299	4391.91
VAPB	64	65	3710	7741.64
VCP	70	71	10070	19237.3
VPS13C	54	55	2047	5048.1
VPS35	68	69	7207	14167
CLN8	63	64	287	608.239
CHCHD10	72	73	1650	3065.73
CHCHD2	65	66	1	2.05508
GAPDH	135	27.6423	88599	434737
