target_id	length	eff_length	est_counts	tpm
ACTB	72	73	85274	136807
ALS2	69	70	609	1018.9
ANXA11	65	66	44	78.0769
ATP13A2	74	75	6587	10285.9
ATP6V0A1	54	55	51	108.598
C1orf43	66	67	6442	11260.6
C9orf72	56	57	2586	5313.34
CALCOCO2	54	55	232	494.014
CHMP2B	60	61	1510	2899.08
CLN5	74	75	813	1269.53
CRLS1	61	62	1776	3354.79
CTSB	74	75	4785	7471.96
CTSD	75	76	1054	1624.21
CTSL	58	59	1127	2237.1
DCTN1	76	77	13741	20899.8
FUS	83	84	21334	29744.5
FYN	59	60	7155	13966
GALC	55	56	1645	3440.26
GBA	66	67	1700	2971.58
GCH1	56	57	692	1421.82
GRN	65	66	1802	3197.6
GSTO1	56	57	412	846.518
GUSB	59	60	503	981.817
HMBS	62	63	539	1001.99
HMOX1	66	67	50	87.3995
HNRNPA2B1	50	51	29114	66856.8
KIF5A	62	63	22182	41235.8
LRRK2	53	54	239	518.344
MAPT	69	70	14222	23794.5
MCCC1	57	58	779	1572.98
NAGLU	70	71	136	224.334
NBR1	61	62	2362	4461.72
NEU1	70	71	2566	4232.65
NQO1	84	85	50	68.8914
OPTN	64	65	2423	4365.7
OXR1	72	73	3782	6067.54
PARK2	55	56	176	368.077
PARK7	62	63	8987	16706.6
PFN1	77	78	12779	19187.4
PINK1	67	68	2361	4066.31
PSAP	71	72	21687	35276.1
PSMB4	64	65	3742	6742.24
SCARB2	63	64	11460	20971
SETX	60	61	1479	2839.57
SNCA	58	59	13404	26607
SOD1	62	63	6345	11795.2
SQSTM1	66	67	4179	7304.85
STX17	57	58	727	1467.98
TARDBP	60	61	9125	17519.3
TAX1BP1	63	64	3419	6256.52
TBK1	59	60	764	1491.27
TMEM106B	54	55	1254	2670.23
TMEM175	70	71	2820	4651.62
VAPB	64	65	4403	7933.21
VCP	70	71	13040	21509.6
VPS13C	54	55	2764	5885.58
VPS35	68	69	7505	12738.4
CLN8	63	64	422	772.229
CHCHD10	72	73	1760	2823.6
CHCHD2	65	66	5	8.87238
GAPDH	135	27.8248	82258	346226
