target_id	length	eff_length	est_counts	tpm
ACTB	72	73	39646	178518
ALS2	69	70	427	2005.1
ANXA11	65	66	57	283.881
ATP13A2	74	75	2121	9295.76
ATP6V0A1	54	55	5828	34830.7
C1orf43	66	67	3900	19133.5
C9orf72	56	57	1521	8771.21
CALCOCO2	54	55	122	729.126
CHMP2B	60	61	745	4014.5
CLN5	74	75	490	2147.53
CRLS1	61	62	937	4967.68
CTSB	74	75	1936	8484.95
CTSD	75	76	239	1033.69
CTSL	58	59	595	3314.9
DCTN1	76	77	7587	32388
FUS	83	84	8932	34952.2
FYN	59	60	4624	25332.1
GALC	55	56	1208	7090.62
GBA	66	67	1193	5852.9
GCH1	56	57	302	1741.56
GRN	65	66	1088	5418.64
GSTO1	56	57	285	1643.52
GUSB	59	60	336	1840.74
HMBS	62	63	286	1492.21
HMOX1	66	67	39	191.335
HNRNPA2B1	50	51	17734	114299
KIF5A	62	63	10832	56516.3
LRRK2	53	54	74	450.447
MAPT	69	70	3974	18661
MCCC1	57	58	565	3202.03
NAGLU	70	71	95	439.816
NBR1	61	62	1664	8822
NEU1	70	71	950	4398.16
NQO1	84	85	39	150.817
OPTN	64	65	1269	6417.32
OXR1	72	73	2370	10671.6
PARK2	55	56	119	698.497
PARK7	62	63	5902	30793.9
PFN1	77	78	4097	17265.4
PINK1	67	68	821	3968.62
PSAP	71	72	7700	35153.1
PSMB4	64	65	1983	10028
SCARB2	63	64	8213	42182
SETX	60	61	1218	6563.31
SNCA	58	59	1030	5738.4
SOD1	62	63	3627	18924
SQSTM1	66	67	2373	11642
STX17	57	58	482	2731.65
TARDBP	60	61	6039	32541.7
TAX1BP1	63	64	2135	10965.4
TBK1	59	60	515	2821.38
TMEM106B	54	55	1277	7631.92
TMEM175	70	71	1717	7949.09
VAPB	64	65	2297	11615.9
VCP	70	71	7019	32495.4
VPS13C	54	55	1735	10369.1
VPS35	68	69	4490	21389.6
CLN8	63	64	235	1206.96
CHCHD10	72	73	1114	5016.12
CHCHD2	65	66	5	24.9018
GAPDH	81	82	12668	50780.8
