target_id	length	eff_length	est_counts	tpm
ACTB	72	73	56131	162910
ALS2	69	70	486	1470.97
ANXA11	65	66	63	202.238
ATP13A2	74	75	2748	7762.87
ATP6V0A1	54	55	8301	31976.8
C1orf43	66	67	5675	17945.6
C9orf72	56	57	1956	7270.44
CALCOCO2	54	55	172	662.571
CHMP2B	60	61	931	3233.6
CLN5	74	75	681	1923.77
CRLS1	61	62	1381	4719.21
CTSB	74	75	2668	7536.88
CTSD	75	76	346	964.56
CTSL	58	59	801	2876.39
DCTN1	76	77	9638	26519.4
FUS	83	84	13418	33843.5
FYN	59	60	6379	22525.2
GALC	55	56	1894	7165.7
GBA	66	67	1500	4743.33
GCH1	56	57	497	1847.35
GRN	65	66	1583	5081.64
GSTO1	56	57	381	1416.18
GUSB	59	60	451	1592.55
HMBS	62	63	476	1600.79
HMOX1	66	67	51	161.273
HNRNPA2B1	50	51	25581	106271
KIF5A	62	63	16493	55465.9
LRRK2	53	54	170	666.994
MAPT	69	70	5249	15887.1
MCCC1	57	58	820	2995.39
NAGLU	70	71	128	381.961
NBR1	61	62	2581	8819.89
NEU1	70	71	1538	4589.5
NQO1	84	85	30	74.7772
OPTN	64	65	1668	5436.88
OXR1	72	73	3041	8825.93
PARK2	55	56	164	620.473
PARK7	62	63	9062	30475.5
PFN1	77	78	6057	16452.4
PINK1	67	68	1178	3670.32
PSAP	71	72	10604	31203.6
PSMB4	64	65	3060	9974.13
SCARB2	63	64	11158	36938
SETX	60	61	1565	5435.65
SNCA	58	59	1502	5393.68
SOD1	62	63	5188	17447.2
SQSTM1	66	67	3479	11001.4
STX17	57	58	589	2151.56
TARDBP	60	61	8142	28279.3
TAX1BP1	63	64	2896	9587.06
TBK1	59	60	712	2514.18
TMEM106B	54	55	1593	6136.49
TMEM175	70	71	2644	7889.87
VAPB	64	65	3485	11359.4
VCP	70	71	9345	27886.1
VPS13C	54	55	2623	10104.2
VPS35	68	69	6592	20241.1
CLN8	63	64	229	758.093
CHCHD10	72	73	1674	4858.47
CHCHD2	65	66	4	12.8405
GAPDH	135	27.9269	17431	132241
