target_id	length	eff_length	est_counts	tpm
ACTB	72	90.6805	36500	153911
ALS2	69	70	263	1436.64
ANXA11	65	66	22	127.458
ATP13A2	74	75	1875	9559.39
ATP6V0A1	54	55	6780	47136.5
C1orf43	66	67	3892	22212
C9orf72	56	57	1595	10699.8
CALCOCO2	54	55	140	973.319
CHMP2B	60	61	699	4381.65
CLN5	74	75	475	2421.71
CRLS1	61	62	1096	6759.41
CTSB	74	75	1816	9258.58
CTSD	75	76	215	1081.72
CTSL	58	59	618	4005.22
DCTN1	76	77	4624	22962.4
FUS	83	910.771	8394	3524.11
FYN	59	60	4633	29525.8
GALC	55	56	1318	8999.48
GBA	66	67	1249	7128.16
GCH1	56	57	363	2435.13
GRN	65	66	1112	6442.45
GSTO1	56	57	408	2737
GUSB	59	60	280	1784.42
HMBS	62	63	358	2172.86
HMOX1	66	67	30	171.213
HNRNPA2B1	50	51	16054	120366
KIF5A	62	63	8504	51614.6
LRRK2	53	54	76	538.158
MAPT	69	70	2639	14415.6
MCCC1	57	90.6805	527	2222.22
NAGLU	70	71	83	447.002
NBR1	61	62	1594	9830.75
NEU1	70	71	844	4545.42
NQO1	84	85	33	148.452
OPTN	64	65	1077	6335.67
OXR1	72	73	2563	13425
PARK2	55	56	155	1058.36
PARK7	62	63	6100	37023.7
PFN1	77	78	4338	21266
PINK1	67	68	659	3705.67
PSAP	71	72	5719	30372.3
PSMB4	64	65	2131	12536
SCARB2	63	64	8152	48705.1
SETX	60	61	1149	7202.45
SNCA	58	90.6805	6520	27493.1
SOD1	62	63	3732	22651.2
SQSTM1	66	67	2653	15140.9
STX17	57	58	463	3052.41
TARDBP	60	61	6105	38268.9
TAX1BP1	63	64	2118	12654.2
TBK1	59	60	515	3282.06
TMEM106B	54	55	1344	9343.87
TMEM175	70	910.771	1665	699.029
VAPB	64	65	2500	14706.7
VCP	70	71	5139	27676.4
VPS13C	54	55	1736	12069.2
VPS35	68	69	4332	24006.5
CLN8	63	64	221	1320.39
CHCHD10	72	73	1258	6589.43
CHCHD2	65	66	1	5.79357
GAPDH	81	82	7170	33434.5
