target_id	length	eff_length	est_counts	tpm
ACTB	72	73	42388	150548
ALS2	69	70	440	1629.71
ANXA11	65	66	66	259.272
ATP13A2	74	75	2046	7072.93
ATP6V0A1	54	55	7467	35199.7
C1orf43	66	67	4601	17804.6
C9orf72	56	57	2262	10289
CALCOCO2	54	55	170	801.385
CHMP2B	60	61	885	3761.57
CLN5	74	75	536	1852.93
CRLS1	61	62	1392	5821.07
CTSB	74	75	2070	7155.9
CTSD	75	76	244	832.399
CTSL	58	59	849	3730.88
DCTN1	76	77	7191	24213.3
FUS	83	84	12164	37545
FYN	59	60	5746	24829.6
GALC	55	56	1747	8088.35
GBA	66	67	1613	6241.87
GCH1	56	57	435	1978.65
GRN	65	66	1375	5401.49
GSTO1	56	57	388	1764.87
GUSB	59	60	483	2087.14
HMBS	62	63	371	1526.82
HMOX1	66	67	27	104.483
HNRNPA2B1	50	51	22804	115930
KIF5A	62	63	15061	61982.4
LRRK2	53	54	177	849.835
MAPT	69	70	3595	13315.5
MCCC1	57	58	773	3455.47
NAGLU	70	71	109	398.037
NBR1	61	62	2419	10115.8
NEU1	70	71	1330	4856.78
NQO1	84	85	38	115.91
OPTN	64	65	1442	5751.84
OXR1	72	73	3352	11905.2
PARK2	55	56	159	736.147
PARK7	62	63	8038	33079.8
PFN1	77	78	4001	13299.3
PINK1	67	68	765	2916.81
PSAP	71	72	6805	24504.8
PSMB4	64	65	2394	9549.18
SCARB2	63	64	10550	42739.3
SETX	60	61	1740	7395.62
SNCA	58	59	9066	39840
SOD1	62	63	5337	21964
SQSTM1	66	67	2990	11570.5
STX17	57	58	578	2583.78
TARDBP	60	61	8405	35724.2
TAX1BP1	63	64	2926	11853.6
TBK1	59	60	595	2571.11
TMEM106B	54	55	1557	7339.75
TMEM175	70	71	2226	8128.72
VAPB	64	65	2904	11583.5
VCP	70	71	7962	29075
VPS13C	54	55	2399	11309
VPS35	68	69	5424	20381
CLN8	63	64	311	1259.9
CHCHD10	72	73	1208	4290.41
CHCHD2	65	66	1	3.92836
GAPDH	135	27.9652	6157	57083
