target_id	length	eff_length	est_counts	tpm
ACTB	72	73	19723	132807
ALS2	69	70	284	1994.31
ANXA11	65	66	39	290.464
ATP13A2	74	75	1103	7229.12
ATP6V0A1	54	55	4363	38993.7
C1orf43	66	67	2292	16815.6
C9orf72	56	57	1186	10227.8
CALCOCO2	54	55	76	679.239
CHMP2B	60	61	560	4512.63
CLN5	74	75	374	2451.22
CRLS1	61	62	843	6683.55
CTSB	74	75	935	6128.04
CTSD	75	76	128	827.881
CTSL	58	59	488	4065.74
DCTN1	76	77	4344	27731.3
FUS	83	84	5704	33378.9
FYN	59	60	2739	22439.5
GALC	55	56	923	8101.87
GBA	66	67	846	6206.79
GCH1	56	57	166	1431.54
GRN	65	66	659	4908.09
GSTO1	56	57	228	1966.22
GUSB	59	60	275	2252.96
HMBS	62	63	214	1669.72
HMOX1	66	67	7	51.3564
HNRNPA2B1	50	51	15326	147717
KIF5A	62	63	8169	63738.2
LRRK2	53	54	102	928.491
MAPT	69	70	1668	11713
MCCC1	57	58	437	3703.61
NAGLU	70	71	29	200.776
NBR1	61	62	1449	11488.1
NEU1	70	71	532	3683.2
NQO1	84	85	19	109.877
OPTN	64	65	929	7025.44
OXR1	72	73	1886	12699.6
PARK2	55	56	106	930.442
PARK7	62	63	4053	31623.3
PFN1	77	78	1919	12093.5
PINK1	67	68	23	166.261
PSAP	71	72	3604	24605
PSMB4	64	65	1154	8726.98
SCARB2	63	64	6006	46129.3
SETX	60	61	1088	8767.39
SNCA	58	59	5141	42831.9
SOD1	62	63	2884	22502.3
SQSTM1	66	67	1408	10330
STX17	57	58	377	3195.1
TARDBP	60	61	4799	38671.6
TAX1BP1	63	64	1447	11113.7
TBK1	59	60	402	3293.41
TMEM106B	54	55	904	8079.36
TMEM175	70	71	1557	10779.6
VAPB	64	65	1512	11434.3
VCP	70	71	4466	30919.5
VPS13C	54	55	1819	16257
VPS35	68	69	2630	18736.1
CLN8	63	64	116	890.942
CHCHD10	72	73	670	4511.53
CHCHD2	65	66	0	0
GAPDH	135	27.9092	1508	26559.8
