target_id	length	eff_length	est_counts	tpm
ACTB	72	334.602	46077	43936.7
ALS2	69	70	508	2315.46
ANXA11	65	66	44	212.706
ATP13A2	74	75	2270	9656.87
ATP6V0A1	54	55	7188	41698.2
C1orf43	66	67	4598	21896.1
C9orf72	56	57	1916	10724.9
CALCOCO2	54	55	161	933.975
CHMP2B	60	61	973	5089.26
CLN5	74	75	524	2229.16
CRLS1	61	62	1445	7436.15
CTSB	74	75	1986	8448.7
CTSD	75	76	221	927.792
CTSL	58	59	739	3996.36
DCTN1	76	77	6526	27041.3
FUS	83	84	13052	49575.8
FYN	59	60	6336	33692.7
GALC	55	56	1457	8301.25
GBA	66	67	1383	6585.96
GCH1	56	57	450	2518.89
GRN	65	66	1366	6603.57
GSTO1	56	57	319	1785.61
GUSB	59	60	432	2297.23
HMBS	62	63	448	2268.87
HMOX1	66	67	43	204.77
HNRNPA2B1	50	51	24907	155820
KIF5A	62	63	15279	77379.6
LRRK2	53	54	156	921.728
MAPT	69	70	3794	17293
MCCC1	57	58	694	3817.71
NAGLU	70	71	79	355.01
NBR1	61	62	2472	12721.2
NEU1	70	71	1420	6381.19
NQO1	84	85	25	93.8411
OPTN	64	65	1296	6361.56
OXR1	72	73	2576	11258.9
PARK2	55	56	169	962.877
PARK7	62	63	3448	17462.2
PFN1	77	78	2958	12099.7
PINK1	67	68	925	4340.15
PSAP	71	72	7386	32730.2
PSMB4	64	65	2280	11191.6
SCARB2	63	64	9881	49259.8
SETX	60	61	1448	7573.75
SNCA	58	59	9132	49384
SOD1	62	63	4974	25190.5
SQSTM1	66	67	2950	14048.2
STX17	57	58	531	2921.05
TARDBP	60	61	7563	39558.2
TAX1BP1	63	64	2833	14123.4
TBK1	59	60	561	2983.21
TMEM106B	54	55	1420	8237.54
TMEM175	70	71	1987	8929.18
VAPB	64	65	3304	16218.1
VCP	70	71	7695	34579.8
VPS13C	54	55	2166	12565.2
VPS35	68	69	5258	24313.3
CLN8	63	64	225	1121.69
CHCHD10	72	73	1137	4969.46
CHCHD2	65	66	0	0
GAPDH	81	82	3201	12455
