target_id	length	eff_length	est_counts	tpm
ACTB	72	97.788	91186	109681
ALS2	69	70	644	1082.12
ANXA11	65	66	32	57.0287
ATP13A2	74	75	5893	9241.93
ATP6V0A1	54	55	9857	21080
C1orf43	66	67	7165	12578.5
C9orf72	56	57	2325	4797.73
CALCOCO2	54	55	159	340.034
CHMP2B	60	61	1383	2666.74
CLN5	74	75	789	1237.38
CRLS1	61	62	1737	3295.31
CTSB	74	75	4974	7800.67
CTSD	75	76	846	1309.32
CTSL	58	9679.07	862	10.4752
DCTN1	76	77	15388	23506
FUS	83	422.953	24201	6730.22
FYN	59	60	7249	14210.7
GALC	55	56	1426	2995.15
GBA	66	67	1811	3179.3
GCH1	56	57	505	1042.09
GRN	65	66	2023	3605.28
GSTO1	56	57	328	676.841
GUSB	59	60	429	840.996
HMBS	62	63	509	950.309
HMOX1	66	67	58	101.822
HNRNPA2B1	50	51	28866	66573.9
KIF5A	62	63	21857	40807.3
LRRK2	53	54	154	335.44
MAPT	69	70	16206	27231.1
MCCC1	57	97.788	788	947.825
NAGLU	70	71	164	271.69
NBR1	61	62	2648	5023.59
NEU1	70	71	1928	3194.01
NQO1	84	85	51	70.5731
OPTN	64	65	2392	4328.48
OXR1	72	73	3234	5210.8
PARK2	55	56	127	266.749
PARK7	62	63	9316	17393.1
PFN1	77	78	13323	20090.7
PINK1	67	68	1892	3272.65
PSAP	71	72	22026	35982.5
PSMB4	64	65	3402	6156.14
SCARB2	63	64	12587	23132.9
SETX	60	61	1476	2846.06
SNCA	58	97.788	10821	13015.8
SOD1	62	63	5379	10042.7
SQSTM1	66	67	3522	6183.04
STX17	57	58	582	1180.27
TARDBP	60	61	8549	16484.4
TAX1BP1	63	64	3318	6097.95
TBK1	59	60	632	1238.95
TMEM106B	54	55	1305	2790.84
TMEM175	70	422.953	3283	912.991
VAPB	64	65	4277	7739.51
VCP	70	71	10633	17615.1
VPS13C	54	55	2646	5658.68
VPS35	68	69	1019	1737.05
CLN8	63	64	329	604.649
CHCHD10	72	73	1740	2803.59
CHCHD2	65	66	6	10.6929
GAPDH	135	27.6049	96161	409732
