target_id	length	eff_length	est_counts	tpm
ACTB	72	73	71921	151646
ALS2	69	70	556	1222.57
ANXA11	65	66	32	74.6284
ATP13A2	74	75	939	1927.09
ATP6V0A1	54	55	10448	29239.4
C1orf43	66	67	5942	13650.7
C9orf72	56	57	2292	6189.24
CALCOCO2	54	55	143	400.195
CHMP2B	60	61	1235	3116.27
CLN5	74	75	775	1590.52
CRLS1	61	62	1856	4607.7
CTSB	74	75	5824	11952.5
CTSD	75	76	948	1919.96
CTSL	58	59	950	2478.39
DCTN1	76	77	13473	26932.2
FUS	83	84	21448	39301.2
FYN	59	60	5709	14645.6
GALC	55	56	1586	4359.26
GBA	66	67	1784	4098.43
GCH1	56	57	393	1061.24
GRN	65	66	1629	3799.05
GSTO1	56	57	345	931.627
GUSB	59	60	423	1085.14
HMBS	62	63	500	1221.6
HMOX1	66	67	71	163.11
HNRNPA2B1	50	51	26517	80029.9
KIF5A	62	63	18634	45526.4
LRRK2	53	54	159	453.212
MAPT	69	70	16330	35907.6
MCCC1	57	58	841	2231.85
NAGLU	70	71	151	327.353
NBR1	61	62	2357	5851.48
NEU1	70	71	1541	3340.74
NQO1	84	85	48	86.9201
OPTN	64	65	2143	5074.66
OXR1	72	73	3722	7847.86
PARK2	55	56	119	327.082
PARK7	62	63	8497	20759.8
PFN1	77	78	13275	26196.2
PINK1	67	68	2080	4708.17
PSAP	71	72	20285	43365.1
PSMB4	64	65	3014	7137.2
SCARB2	63	64	12161	29247.4
SETX	60	61	1215	3065.8
SNCA	58	59	8723	22756.8
SOD1	62	63	5054	12347.9
SQSTM1	66	67	2869	6591.03
STX17	57	58	621	1648.02
TARDBP	60	61	8281	20895.4
TAX1BP1	63	64	3034	7296.82
TBK1	59	60	676	1734.18
TMEM106B	54	55	1170	3274.32
TMEM175	70	71	2773	6011.59
VAPB	64	65	3601	8527.22
VCP	70	71	9807	21260.6
VPS13C	54	55	2256	6313.56
VPS35	68	69	6477	14448.5
CLN8	63	64	299	719.1
CHCHD10	72	73	1618	3411.56
CHCHD2	65	66	5	11.6607
GAPDH	81	82	113822	213654
