target_id	length	eff_length	est_counts	tpm
ACTB	72	90.5226	36500	144815
ALS2	69	70	263	1349.38
ANXA11	65	66	22	119.717
ATP13A2	74	75	1875	8978.79
ATP6V0A1	54	55	6780	44273.6
C1orf43	66	67	3892	20862.9
C9orf72	56	57	1595	10049.9
CALCOCO2	54	55	140	914.204
CHMP2B	60	61	699	4115.52
CLN5	74	75	475	2274.63
CRLS1	61	62	1096	6348.87
CTSB	74	75	1816	8696.25
CTSD	75	76	215	1016.02
CTSL	58	59	618	3761.96
DCTN1	76	77	4624	21567.7
FUS	83	909.186	8394	3315.84
FYN	59	60	4633	27732.5
GALC	55	56	1318	8452.89
GBA	66	67	1249	6695.23
GCH1	56	57	363	2287.23
GRN	65	66	1112	6051.16
GSTO1	56	57	408	2570.77
GUSB	59	60	280	1676.04
HMBS	62	63	358	2040.89
HMOX1	66	67	30	160.814
HNRNPA2B1	50	51	16054	113055
KIF5A	62	63	8504	48479.7
LRRK2	53	54	76	505.472
MAPT	69	70	2639	13540
MCCC1	57	90.5226	527	2090.89
NAGLU	70	71	83	419.853
NBR1	61	62	1594	9233.67
NEU1	70	71	844	4269.35
NQO1	84	85	33	139.435
OPTN	64	65	1077	5950.86
OXR1	72	73	2563	12609.7
PARK2	55	56	155	994.08
PARK7	62	63	6100	34775
PFN1	77	78	4338	19974.3
PINK1	67	68	659	3480.6
PSAP	71	72	5719	28527.6
PSMB4	64	65	2131	11774.6
SCARB2	63	64	8152	45746.9
SETX	60	61	1149	6765
SNCA	58	90.5226	6520	25868.3
SOD1	62	63	3732	21275.4
SQSTM1	66	67	2653	14221.3
STX17	57	58	463	2867.02
TARDBP	60	61	6105	35944.6
TAX1BP1	63	64	2118	11885.7
TBK1	59	60	515	3082.72
TMEM106B	54	55	1344	8776.36
TMEM175	70	909.186	1665	657.717
VAPB	64	65	2500	13813.5
VCP	70	71	5139	25995.5
VPS13C	54	55	1736	11336.1
VPS35	68	69	4332	22548.5
CLN8	63	64	221	1240.19
CHCHD10	72	73	1258	6189.21
CHCHD2	65	66	1	5.44169
GAPDH	135	28.0689	7177	91832.2
