target_id	length	eff_length	est_counts	tpm
ACTB	72	73	30925	140314
ALS2	69	70	464	2195.5
ANXA11	65	66	35	175.645
ATP13A2	74	75	1718	7587.08
ATP6V0A1	54	55	6022	36265.3
C1orf43	66	67	3311	16368.1
C9orf72	56	57	1775	10314.2
CALCOCO2	54	55	125	752.766
CHMP2B	60	61	706	3833.43
CLN5	74	75	502	2216.95
CRLS1	61	62	1051	5614.67
CTSB	74	75	1511	6672.92
CTSD	75	76	195	849.834
CTSL	58	59	696	3907.24
DCTN1	76	77	6210	26712.5
FUS	83	84	7933	31280.3
FYN	59	60	4375	24151.3
GALC	55	56	1285	7600.25
GBA	66	67	1287	6362.34
GCH1	56	57	325	1888.52
GRN	65	66	1065	5344.64
GSTO1	56	57	263	1528.25
GUSB	59	60	412	2274.36
HMBS	62	63	373	1961.02
HMOX1	66	67	25	123.588
HNRNPA2B1	50	51	22293	144781
KIF5A	62	63	12194	64108.9
LRRK2	53	54	137	840.31
MAPT	69	70	2909	13764.4
MCCC1	57	58	737	4208.74
NAGLU	70	71	81	377.867
NBR1	61	62	1945	10390.6
NEU1	70	71	892	4161.21
NQO1	84	85	33	128.59
OPTN	64	65	1200	6114.78
OXR1	72	73	2415	10957.4
PARK2	55	56	2	11.8292
PARK7	62	63	5528	29063
PFN1	77	78	3121	13252.9
PINK1	67	68	601	2927.38
PSAP	71	72	5819	26768.8
PSMB4	64	65	1799	9167.07
SCARB2	63	64	7707	39885.8
SETX	60	61	1486	8068.67
SNCA	58	59	7667	43041.4
SOD1	62	63	3716	19536.6
SQSTM1	66	67	2160	10678
STX17	57	58	571	3260.78
TARDBP	60	61	6016	32665.6
TAX1BP1	63	64	2275	11773.7
TBK1	59	60	473	2611.1
TMEM106B	54	55	1372	8262.36
TMEM175	70	71	2337	10902.2
VAPB	64	65	2341	11928.9
VCP	70	71	6656	31050.4
VPS13C	54	55	2394	14417
VPS35	68	69	4219	20252.3
CLN8	63	64	221	1143.73
CHCHD10	72	73	960	4355.73
CHCHD2	65	66	1	5.01844
GAPDH	135	28.0208	3286	38841.9
