target_id	length	eff_length	est_counts	tpm
ACTB	72	73	34579	130609
ALS2	69	70	501	1973.44
ANXA11	65	66	43	179.642
ATP13A2	74	75	1756	6455.76
ATP6V0A1	54	55	8770	43966.4
C1orf43	66	67	4441	18276.4
C9orf72	56	57	2346	11348.5
CALCOCO2	54	55	180	902.39
CHMP2B	60	61	1074	4854.66
CLN5	74	75	651	2393.34
CRLS1	61	62	1516	6742.05
CTSB	74	75	1765	6488.85
CTSD	75	76	158	573.229
CTSL	58	59	877	4098.57
DCTN1	76	77	6717	24053
FUS	83	84	8768	28781
FYN	59	60	7350	33777
GALC	55	56	1998	9837.66
GBA	66	67	1577	6489.95
GCH1	56	57	489	2365.48
GRN	65	66	1416	5915.67
GSTO1	56	57	483	2336.45
GUSB	59	60	424	1948.49
HMBS	62	63	415	1816.32
HMOX1	66	67	46	189.307
HNRNPA2B1	50	51	31391	169715
KIF5A	62	63	16297	71326.6
LRRK2	53	54	266	1358.23
MAPT	69	70	2316	9122.73
MCCC1	57	58	853	4055.14
NAGLU	70	71	68	264.08
NBR1	61	62	3102	13795.4
NEU1	70	71	1346	5227.22
NQO1	84	85	21	68.1216
OPTN	64	65	1352	5735.19
OXR1	72	73	3213	12135.9
PARK2	55	56	220	1083.23
PARK7	62	63	7940	34750.8
PFN1	77	78	2249	7950.22
PINK1	67	68	636	2578.89
PSAP	71	72	5769	22092.9
PSMB4	64	65	2242	9510.57
SCARB2	63	64	12469	53720
SETX	60	61	1803	8149.86
SNCA	58	59	1543	7211.05
SOD1	62	63	5464	23914.1
SQSTM1	66	67	2975	12243.2
STX17	57	58	723	3437.12
TARDBP	60	61	9319	42123.5
TAX1BP1	63	64	2961	12756.8
TBK1	59	60	749	3442.03
TMEM106B	54	55	2039	10222.1
TMEM175	70	71	2150	8349.58
VAPB	64	65	3073	13035.7
VCP	70	71	8160	31689.6
VPS13C	54	55	2618	13124.8
VPS35	68	69	5149	20575.9
CLN8	63	64	387	1667.31
CHCHD10	72	73	1074	4056.63
CHCHD2	65	66	1	4.17773
GAPDH	81	82	932	3133.91
