target_id	length	eff_length	est_counts	tpm
ACTB	72	297.736	81723	52546.2
ALS2	69	70	656	1794.05
ANXA11	65	66	45	130.526
ATP13A2	74	75	5738	14646.3
ATP6V0A1	54	55	9387	32673.3
C1orf43	66	67	7043	20123.9
C9orf72	56	57	2177	7311.6
CALCOCO2	54	55	191	664.813
CHMP2B	60	61	1265	3969.99
CLN5	74	75	764	1950.12
CRLS1	61	62	1593	4918.73
CTSB	74	75	4365	11141.7
CTSD	75	76	875	2204.06
CTSL	58	59	848	2751.52
DCTN1	76	77	13270	32992
FUS	83	84	21077	48035
FYN	59	60	6681	21316.6
GALC	55	56	1359	4645.8
GBA	66	67	1774	5068.83
GCH1	56	57	467	1568.45
GRN	65	66	1818	5273.25
GSTO1	56	57	337	1131.84
GUSB	59	60	422	1346.45
HMBS	62	63	460	1397.8
HMOX1	66	67	41	117.149
HNRNPA2B1	50	51	26044	97761.1
KIF5A	62	63	20659	62776.5
LRRK2	53	54	137	485.686
MAPT	69	70	14957	40904.9
MCCC1	57	297.736	846	543.961
NAGLU	70	71	154	415.232
NBR1	61	62	2502	7725.46
NEU1	70	71	2066	5570.58
NQO1	84	85	55	123.872
OPTN	64	65	2386	7027.26
OXR1	72	73	3217	8436.39
PARK2	55	56	111	379.458
PARK7	62	63	9315	28305.5
PFN1	77	78	11270	27660.4
PINK1	67	68	2081	5858.57
PSAP	71	72	19933	52999.1
PSMB4	64	65	3249	9568.97
SCARB2	63	64	11076	33130.8
SETX	60	61	1232	3866.42
SNCA	58	297.736	9893	6361
SOD1	62	63	4741	14406.5
SQSTM1	66	67	3617	10334.8
STX17	57	58	585	1930.89
TARDBP	60	61	8325	26126.6
TAX1BP1	63	64	2932	8770.26
TBK1	59	60	644	2054.77
TMEM106B	54	55	1195	4159.43
TMEM175	70	71	2970	8008.05
VAPB	64	65	3942	11610
VCP	70	71	10030	27044
VPS13C	54	55	2250	7831.56
VPS35	68	69	1402	3889.8
CLN8	63	64	295	882.411
CHCHD10	72	73	1723	4518.47
CHCHD2	65	66	3	8.70174
GAPDH	81	82	80871	188802
