target_id	length	eff_length	est_counts	tpm
ACTB	72	73	32786	133532
ALS2	69	70	469	1992.02
ANXA11	65	66	77	346.869
ATP13A2	74	75	1535	6085.07
ATP6V0A1	54	55	7434	40186.3
C1orf43	66	67	3525	15642.4
C9orf72	56	57	2035	10614.7
CALCOCO2	54	55	115	621.661
CHMP2B	60	61	1003	4888.66
CLN5	74	75	425	1684.79
CRLS1	61	62	1340	6425.86
CTSB	74	75	1342	5319.98
CTSD	75	76	114	445.974
CTSL	58	59	943	4752.02
DCTN1	76	77	4247	16398.7
FUS	83	84	8985	31802.2
FYN	59	60	5546	27481.9
GALC	55	56	1643	8723.04
GBA	66	67	1485	6589.77
GCH1	56	57	400	2086.43
GRN	65	66	1142	5144.47
GSTO1	56	57	446	2326.37
GUSB	59	60	512	2537.1
HMBS	62	63	416	1963.23
HMOX1	66	67	34	150.877
HNRNPA2B1	50	51	28833	168089
KIF5A	62	63	15859	74843.4
LRRK2	53	54	160	880.937
MAPT	69	70	2019	8575.45
MCCC1	57	58	868	4449.49
NAGLU	70	71	73	305.691
NBR1	61	62	2514	12055.7
NEU1	70	71	1128	4723.56
NQO1	84	85	19	66.4589
OPTN	64	65	1255	5740.49
OXR1	72	73	2662	10841.9
PARK2	55	56	191	1014.06
PARK7	62	63	7862	37103.2
PFN1	77	78	1391	5302.14
PINK1	67	68	524	2291.08
PSAP	71	72	4668	19276
PSMB4	64	65	1888	8635.89
SCARB2	63	64	9466	43974.9
SETX	60	61	1712	8344.35
SNCA	58	59	10601	53421.2
SOD1	62	63	4787	22591.3
SQSTM1	66	67	2529	11222.6
STX17	57	58	698	3578.05
TARDBP	60	61	7424	36184.8
TAX1BP1	63	64	2849	13235.2
TBK1	59	60	601	2978.12
TMEM106B	54	55	1834	9914.14
TMEM175	70	71	2282	9555.99
VAPB	64	65	2848	13027
VCP	70	71	6326	26490.4
VPS13C	54	55	2855	15433.4
VPS35	68	69	4569	19687.5
CLN8	63	64	302	1402.96
CHCHD10	72	73	941	3832.53
CHCHD2	65	66	0	0
GAPDH	135	28.4301	305	3189.62
