target_id	length	eff_length	est_counts	tpm
ACTB	72	73	25624	140958
ALS2	69	70	356	2042.29
ANXA11	65	66	41	249.463
ATP13A2	74	75	1371	7340.78
ATP6V0A1	54	55	5787	42252.9
C1orf43	66	67	2795	16752.2
C9orf72	56	57	1491	10504.3
CALCOCO2	54	55	62	452.684
CHMP2B	60	61	561	3693.17
CLN5	74	75	480	2570.08
CRLS1	61	62	985	6379.85
CTSB	74	75	1407	7533.53
CTSD	75	76	138	729.174
CTSL	58	59	631	4294.8
DCTN1	76	77	5091	26550.8
FUS	83	84	7016	33541
FYN	59	60	4088	27360.6
GALC	55	56	1109	7952.61
GBA	66	67	1086	6509.1
GCH1	56	57	204	1437.21
GRN	65	66	837	5092.69
GSTO1	56	57	203	1430.17
GUSB	59	60	294	1967.71
HMBS	62	63	273	1740.16
HMOX1	66	67	17	101.892
HNRNPA2B1	50	51	18511	145756
KIF5A	62	63	9386	59828.2
LRRK2	53	54	125	929.57
MAPT	69	70	1775	10182.8
MCCC1	57	58	683	4728.88
NAGLU	70	71	53	299.767
NBR1	61	62	2027	13128.9
NEU1	70	71	839	4745.36
NQO1	84	85	28	132.283
OPTN	64	65	1021	6307.81
OXR1	72	73	2159	11876.7
PARK2	55	56	144	1032.62
PARK7	62	63	4450	28365.2
PFN1	77	78	2730	14055.1
PINK1	67	68	13	76.7716
PSAP	71	72	3954	22053.1
PSMB4	64	65	1275	7877.03
SCARB2	63	64	7540	47310.5
SETX	60	61	1457	9591.7
SNCA	58	59	6738	45861.1
SOD1	62	63	3082	19645.3
SQSTM1	66	67	1785	10698.7
STX17	57	58	443	3067.2
TARDBP	60	61	6489	42718.3
TAX1BP1	63	64	1966	12335.9
TBK1	59	60	481	3219.29
TMEM106B	54	55	1158	8454.96
TMEM175	70	71	1800	10180.8
VAPB	64	65	1948	12034.9
VCP	70	71	5244	29659.9
VPS13C	54	55	2138	15610.3
VPS35	68	69	3277	19071.9
CLN8	63	64	198	1242.37
CHCHD10	72	73	684	3762.7
CHCHD2	65	66	0	0
GAPDH	81	82	3006	14721.1
