target_id	length	eff_length	est_counts	tpm
ACTB	72	338.784	77754	43777.2
ALS2	69	70	588	1602.24
ANXA11	65	66	24	69.3609
ATP13A2	74	75	1273	3237.54
ATP6V0A1	54	55	9792	33959.1
C1orf43	66	67	6234	17747.6
C9orf72	56	57	2260	7562.78
CALCOCO2	54	55	173	599.972
CHMP2B	60	61	1278	3996.21
CLN5	74	75	764	1943.03
CRLS1	61	62	1740	5353.1
CTSB	74	75	5103	12978.1
CTSD	75	76	803	2015.35
CTSL	58	59	929	3003.39
DCTN1	76	77	13181	32651.7
FUS	83	84	21639	49136.7
FYN	59	60	6094	19373.1
GALC	55	56	1517	5167.08
GBA	66	67	1636	4657.54
GCH1	56	57	477	1596.21
GRN	65	66	1804	5213.63
GSTO1	56	57	409	1368.66
GUSB	59	60	357	1134.92
HMBS	62	63	577	1746.96
HMOX1	66	67	53	150.886
HNRNPA2B1	50	51	26158	97832.2
KIF5A	62	63	18050	54649.3
LRRK2	53	54	158	558.099
MAPT	69	70	14113	38456.4
MCCC1	57	157.202	679	823.87
NAGLU	70	71	127	341.187
NBR1	61	62	2179	6703.68
NEU1	70	71	1671	4489.17
NQO1	84	85	50	112.202
OPTN	64	65	1946	5710.54
OXR1	72	73	3692	9646.87
PARK2	55	56	122	415.546
PARK7	62	63	8497	25726
PFN1	77	78	12669	30981
PINK1	67	68	1999	5607.27
PSAP	71	72	18682	49492.4
PSMB4	64	65	3209	9416.81
SCARB2	63	64	11108	33105.8
SETX	60	61	1215	3799.22
SNCA	58	157.202	9055	10987
SOD1	62	63	5329	16134.4
SQSTM1	66	67	3030	8626.12
STX17	57	58	596	1960.04
TARDBP	60	61	8571	26800.9
TAX1BP1	63	64	3218	9590.78
TBK1	59	60	581	1847.02
TMEM106B	54	55	1137	3943.17
TMEM175	70	71	2299	6176.3
VAPB	64	65	3710	10887
VCP	70	71	10070	27053.2
VPS13C	54	55	2047	7099.09
VPS35	68	69	7207	19922.9
CLN8	63	64	287	855.361
CHCHD10	72	73	1650	4311.3
CHCHD2	65	66	1	2.89004
GAPDH	81	82	88513	205893
