target_id	length	eff_length	est_counts	tpm
ACTB	72	73	27403	137868
ALS2	69	70	354	1857.35
ANXA11	65	66	32	178.071
ATP13A2	74	75	1482	7257.29
ATP6V0A1	54	55	6235	41635.3
C1orf43	66	67	3231	17711.3
C9orf72	56	57	1529	9851.91
CALCOCO2	54	55	121	807.998
CHMP2B	60	61	695	4184.49
CLN5	74	75	486	2379.92
CRLS1	61	62	966	5722.33
CTSB	74	75	1419	6948.78
CTSD	75	76	171	826.362
CTSL	58	59	633	3940.39
DCTN1	76	77	5649	26944.4
FUS	83	84	8248	36062.6
FYN	59	60	4003	24503.2
GALC	55	56	1188	7791.41
GBA	66	67	1129	6188.81
GCH1	56	57	276	1778.37
GRN	65	66	900	5008.25
GSTO1	56	57	251	1617.29
GUSB	59	60	333	2038.36
HMBS	62	63	332	1935.46
HMOX1	66	67	39	213.785
HNRNPA2B1	50	51	18757	135077
KIF5A	62	63	9773	56973.8
LRRK2	53	54	126	856.968
MAPT	69	70	2484	13032.9
MCCC1	57	58	608	3850.02
NAGLU	70	71	48	248.297
NBR1	61	62	1975	11699.4
NEU1	70	71	825	4267.6
NQO1	84	85	27	116.663
OPTN	64	65	1081	6108.01
OXR1	72	73	2332	11732.6
PARK2	55	56	132	865.712
PARK7	62	63	5243	30565.2
PFN1	77	78	2833	13339.5
PINK1	67	68	51	275.454
PSAP	71	72	4641	23673.7
PSMB4	64	65	1540	8701.52
SCARB2	63	64	7670	44015.2
SETX	60	61	1151	6930
SNCA	58	59	6834	42541.3
SOD1	62	63	3615	21074.4
SQSTM1	66	67	1895	10387.8
STX17	57	58	461	2919.18
TARDBP	60	61	6131	36913.8
TAX1BP1	63	64	1818	10432.8
TBK1	59	60	422	2583.15
TMEM106B	54	55	1213	8100.02
TMEM175	70	71	1802	9321.46
VAPB	64	65	2072	11707.5
VCP	70	71	5816	30085.3
VPS13C	54	55	1902	12700.9
VPS35	68	69	3389	18038.9
CLN8	63	64	271	1555.17
CHCHD10	72	73	853	4291.55
CHCHD2	65	66	2	11.1295
GAPDH	135	27.9246	3783	49755
